# MGGPlanner map-layer baseline (voxblox TSDF, ROS 1)
# scene: room -10 -10   0 .. 10 10  4; obstacle    2 -1.5    0 ..   4 1.5   2
kind,x,y,z,arg,result
voxel,-10,11,3.5,0,unknown
voxel,-10,11,4.5,0,unknown
voxel,-10,12,0.5,0,unknown
voxel,-10,12,1.5,0,unknown
voxel,-10,12,2.5,0,unknown
voxel,-10,12,3.5,0,unknown
voxel,-10,12,4.5,0,unknown
voxel,-10,13,0.5,0,unknown
voxel,-10,13,1.5,0,unknown
voxel,-10,13,2.5,0,unknown
voxel,-10,13,3.5,0,unknown
voxel,-10,13,4.5,0,unknown
voxel,-10,14,0.5,0,unknown
voxel,-10,14,1.5,0,unknown
voxel,-10,14,2.5,0,unknown
voxel,-10,14,3.5,0,unknown
voxel,-10,14,4.5,0,unknown
voxel,-9,-14,0.5,0,unknown
voxel,-9,-14,1.5,0,unknown
voxel,-9,-14,2.5,0,unknown
voxel,-9,-14,3.5,0,unknown
voxel,-9,-14,4.5,0,unknown
voxel,-9,-13,0.5,0,unknown
voxel,-9,-13,1.5,0,unknown
voxel,-9,-13,2.5,0,unknown
voxel,-9,-13,3.5,0,unknown
voxel,-9,-13,4.5,0,unknown
voxel,-9,-12,0.5,0,unknown
voxel,-9,-12,1.5,0,unknown
voxel,-9,-12,2.5,0,unknown
voxel,-9,-12,3.5,0,unknown
voxel,-9,-12,4.5,0,unknown
voxel,-9,-11,0.5,0,unknown
voxel,-9,-11,1.5,0,unknown
voxel,-9,-11,2.5,0,unknown
voxel,-9,-11,3.5,0,unknown
voxel,-9,-11,4.5,0,unknown
voxel,-9,-10,0.5,0,occupied
voxel,-9,-10,1.5,0,unknown
voxel,-9,-10,2.5,0,occupied
voxel,-9,-10,3.5,0,occupied
voxel,-9,-10,4.5,0,unknown
voxel,-9,-9,0.5,0,unknown
voxel,-9,-9,1.5,0,unknown
voxel,-9,-9,2.5,0,free
voxel,-9,-9,3.5,0,unknown
voxel,-9,-9,4.5,0,unknown
voxel,-9,-8,0.5,0,unknown
voxel,-9,-8,1.5,0,unknown
voxel,-9,-8,2.5,0,free
voxel,-9,-8,3.5,0,free
voxel,-9,-8,4.5,0,unknown
voxel,-9,-7,0.5,0,unknown
voxel,-9,-7,1.5,0,unknown
voxel,-9,-7,2.5,0,free
voxel,-9,-7,3.5,0,free
voxel,-9,-7,4.5,0,unknown
voxel,-9,-6,0.5,0,unknown
voxel,-9,-6,1.5,0,unknown
voxel,-9,-6,2.5,0,free
voxel,-9,-6,3.5,0,unknown
voxel,-9,-6,4.5,0,unknown
voxel,-9,-5,0.5,0,unknown
voxel,-9,-5,1.5,0,free
voxel,-9,-5,2.5,0,free
voxel,-9,-5,3.5,0,unknown
voxel,-9,-5,4.5,0,unknown
voxel,-9,-4,0.5,0,free
voxel,-9,-4,1.5,0,free
voxel,-9,-4,2.5,0,free
voxel,-9,-4,3.5,0,free
voxel,-9,-4,4.5,0,unknown
voxel,-9,-3,0.5,0,unknown
voxel,-9,-3,1.5,0,unknown
voxel,-9,-3,2.5,0,free
voxel,-9,-3,3.5,0,free
voxel,-9,-3,4.5,0,unknown
voxel,-9,-2,0.5,0,unknown
voxel,-9,-2,1.5,0,unknown
voxel,-9,-2,2.5,0,free
voxel,-9,-2,3.5,0,unknown
voxel,-9,-2,4.5,0,unknown
voxel,-9,-1,0.5,0,free
voxel,-9,-1,1.5,0,unknown
voxel,-9,-1,2.5,0,unknown
voxel,-9,-1,3.5,0,unknown
voxel,-9,-1,4.5,0,unknown
voxel,-9,0,0.5,0,free
voxel,-9,0,1.5,0,free
voxel,-9,0,2.5,0,unknown
voxel,-9,0,3.5,0,free
voxel,-9,0,4.5,0,unknown
voxel,-9,1,0.5,0,free
voxel,-9,1,1.5,0,free
voxel,-9,1,2.5,0,free
voxel,-9,1,3.5,0,unknown
voxel,-9,1,4.5,0,unknown
voxel,-9,2,0.5,0,free
voxel,-9,2,1.5,0,free
voxel,-9,2,2.5,0,free
voxel,-9,2,3.5,0,free
voxel,-9,2,4.5,0,unknown
voxel,-9,3,0.5,0,unknown
voxel,-9,3,1.5,0,unknown
voxel,-9,3,2.5,0,unknown
voxel,-9,3,3.5,0,free
voxel,-9,3,4.5,0,unknown
voxel,-9,4,0.5,0,unknown
voxel,-9,4,1.5,0,unknown
voxel,-9,4,2.5,0,free
voxel,-9,4,3.5,0,unknown
voxel,-9,4,4.5,0,unknown
voxel,-9,5,0.5,0,unknown
voxel,-9,5,1.5,0,unknown
voxel,-9,5,2.5,0,unknown
voxel,-9,5,3.5,0,free
voxel,-9,5,4.5,0,unknown
voxel,-9,6,0.5,0,free
voxel,-9,6,1.5,0,free
voxel,-9,6,2.5,0,free
voxel,-9,6,3.5,0,free
voxel,-9,6,4.5,0,unknown
voxel,-9,7,0.5,0,free
voxel,-9,7,1.5,0,free
voxel,-9,7,2.5,0,free
voxel,-9,7,3.5,0,free
voxel,-9,7,4.5,0,unknown
voxel,-9,8,0.5,0,free
voxel,-9,8,1.5,0,free
voxel,-9,8,2.5,0,free
voxel,-9,8,3.5,0,free
voxel,-9,8,4.5,0,unknown
voxel,-9,9,0.5,0,unknown
voxel,-9,9,1.5,0,unknown
voxel,-9,9,2.5,0,free
voxel,-9,9,3.5,0,free
voxel,-9,9,4.5,0,unknown
voxel,-9,10,0.5,0,free
voxel,-9,10,1.5,0,free
voxel,-9,10,2.5,0,free
voxel,-9,10,3.5,0,free
voxel,-9,10,4.5,0,unknown
voxel,-9,11,0.5,0,unknown
voxel,-9,11,1.5,0,unknown
voxel,-9,11,2.5,0,unknown
voxel,-9,11,3.5,0,unknown
voxel,-9,11,4.5,0,unknown
voxel,-9,12,0.5,0,unknown
voxel,-9,12,1.5,0,unknown
voxel,-9,12,2.5,0,unknown
voxel,-9,12,3.5,0,unknown
voxel,-9,12,4.5,0,unknown
voxel,-9,13,0.5,0,unknown
voxel,-9,13,1.5,0,unknown
voxel,-9,13,2.5,0,unknown
voxel,-9,13,3.5,0,unknown
voxel,-9,13,4.5,0,unknown
voxel,-9,14,0.5,0,unknown
voxel,-9,14,1.5,0,unknown
voxel,-9,14,2.5,0,unknown
voxel,-9,14,3.5,0,unknown
voxel,-9,14,4.5,0,unknown
voxel,-8,-14,0.5,0,unknown
voxel,-8,-14,1.5,0,unknown
voxel,-8,-14,2.5,0,unknown
voxel,-8,-14,3.5,0,unknown
voxel,-8,-14,4.5,0,unknown
voxel,-8,-13,0.5,0,unknown
voxel,-8,-13,1.5,0,unknown
voxel,-8,-13,2.5,0,unknown
voxel,-8,-13,3.5,0,unknown
voxel,-8,-13,4.5,0,unknown
voxel,-8,-12,0.5,0,unknown
voxel,-8,-12,1.5,0,unknown
voxel,-8,-12,2.5,0,unknown
voxel,-8,-12,3.5,0,unknown
voxel,-8,-12,4.5,0,unknown
voxel,-8,-11,0.5,0,unknown
voxel,-8,-11,1.5,0,unknown
voxel,-8,-11,2.5,0,unknown
voxel,-8,-11,3.5,0,unknown
voxel,-8,-11,4.5,0,unknown
voxel,-8,-10,0.5,0,occupied
voxel,-8,-10,1.5,0,occupied
voxel,-8,-10,2.5,0,occupied
voxel,-8,-10,3.5,0,occupied
voxel,-8,-10,4.5,0,unknown
voxel,-8,-9,0.5,0,unknown
voxel,-8,-9,1.5,0,unknown
voxel,-8,-9,2.5,0,free
voxel,-8,-9,3.5,0,free
voxel,-8,-9,4.5,0,unknown
voxel,-8,-8,0.5,0,unknown
voxel,-8,-8,1.5,0,unknown
voxel,-8,-8,2.5,0,free
voxel,-8,-8,3.5,0,free
voxel,-8,-8,4.5,0,unknown
voxel,-8,-7,0.5,0,unknown
voxel,-8,-7,1.5,0,unknown
voxel,-8,-7,2.5,0,free
voxel,-8,-7,3.5,0,unknown
voxel,-8,-7,4.5,0,unknown
voxel,-8,-6,0.5,0,free
voxel,-8,-6,1.5,0,free
voxel,-8,-6,2.5,0,free
voxel,-8,-6,3.5,0,free
voxel,-8,-6,4.5,0,unknown
voxel,-8,-5,0.5,0,unknown
voxel,-8,-5,1.5,0,free
voxel,-8,-5,2.5,0,free
voxel,-8,-5,3.5,0,free
voxel,-8,-5,4.5,0,unknown
voxel,-8,-4,0.5,0,unknown
voxel,-8,-4,1.5,0,unknown
voxel,-8,-4,2.5,0,unknown
voxel,-8,-4,3.5,0,free
voxel,-8,-4,4.5,0,unknown
voxel,-8,-3,0.5,0,unknown
voxel,-8,-3,1.5,0,unknown
voxel,-8,-3,2.5,0,unknown
voxel,-8,-3,3.5,0,free
voxel,-8,-3,4.5,0,unknown
voxel,-8,-2,0.5,0,free
voxel,-8,-2,1.5,0,free
voxel,-8,-2,2.5,0,free
voxel,-8,-2,3.5,0,free
voxel,-8,-2,4.5,0,unknown
voxel,-8,-1,0.5,0,free
voxel,-8,-1,1.5,0,free
voxel,-8,-1,2.5,0,free
voxel,-8,-1,3.5,0,unknown
voxel,-8,-1,4.5,0,unknown
voxel,-8,0,0.5,0,free
voxel,-8,0,1.5,0,free
voxel,-8,0,2.5,0,free
voxel,-8,0,3.5,0,free
voxel,-8,0,4.5,0,unknown
voxel,-8,1,0.5,0,free
voxel,-8,1,1.5,0,unknown
voxel,-8,1,2.5,0,free
voxel,-8,1,3.5,0,free
voxel,-8,1,4.5,0,unknown
voxel,-8,2,0.5,0,unknown
voxel,-8,2,1.5,0,unknown
voxel,-8,2,2.5,0,free
voxel,-8,2,3.5,0,free
voxel,-8,2,4.5,0,unknown
voxel,-8,3,0.5,0,free
voxel,-8,3,1.5,0,unknown
voxel,-8,3,2.5,0,free
voxel,-8,3,3.5,0,free
voxel,-8,3,4.5,0,unknown
voxel,-8,4,0.5,0,free
voxel,-8,4,1.5,0,free
voxel,-8,4,2.5,0,free
voxel,-8,4,3.5,0,free
voxel,-8,4,4.5,0,unknown
voxel,-8,5,0.5,0,free
voxel,-8,5,1.5,0,free
voxel,-8,5,2.5,0,free
voxel,-8,5,3.5,0,free
voxel,-8,5,4.5,0,unknown
voxel,-8,6,0.5,0,free
voxel,-8,6,1.5,0,free
voxel,-8,6,2.5,0,free
voxel,-8,6,3.5,0,free
voxel,-8,6,4.5,0,unknown
voxel,-8,7,0.5,0,free
voxel,-8,7,1.5,0,free
voxel,-8,7,2.5,0,free
voxel,-8,7,3.5,0,free
voxel,-8,7,4.5,0,unknown
voxel,-8,8,0.5,0,free
voxel,-8,8,1.5,0,free
voxel,-8,8,2.5,0,free
voxel,-8,8,3.5,0,free
voxel,-8,8,4.5,0,unknown
voxel,-8,9,0.5,0,unknown
voxel,-8,9,1.5,0,unknown
voxel,-8,9,2.5,0,free
voxel,-8,9,3.5,0,free
voxel,-8,9,4.5,0,unknown
voxel,-8,10,0.5,0,occupied
voxel,-8,10,1.5,0,occupied
voxel,-8,10,2.5,0,occupied
voxel,-8,10,3.5,0,occupied
voxel,-8,10,4.5,0,unknown
voxel,-8,11,0.5,0,unknown
voxel,-8,11,1.5,0,unknown
voxel,-8,11,2.5,0,unknown
voxel,-8,11,3.5,0,unknown
voxel,-8,11,4.5,0,unknown
voxel,-8,12,0.5,0,unknown
voxel,-8,12,1.5,0,unknown
voxel,-8,12,2.5,0,unknown
voxel,-8,12,3.5,0,unknown
voxel,-8,12,4.5,0,unknown
voxel,-8,13,0.5,0,unknown
voxel,-8,13,1.5,0,unknown
voxel,-8,13,2.5,0,unknown
voxel,-8,13,3.5,0,unknown
voxel,-8,13,4.5,0,unknown
voxel,-8,14,0.5,0,unknown
voxel,-8,14,1.5,0,unknown
voxel,-8,14,2.5,0,unknown
voxel,-8,14,3.5,0,unknown
voxel,-8,14,4.5,0,unknown
voxel,-7,-14,0.5,0,unknown
voxel,-7,-14,1.5,0,unknown
voxel,-7,-14,2.5,0,unknown
voxel,-7,-14,3.5,0,unknown
voxel,-7,-14,4.5,0,unknown
voxel,-7,-13,0.5,0,unknown
voxel,-7,-13,1.5,0,unknown
voxel,-7,-13,2.5,0,unknown
voxel,-7,-13,3.5,0,unknown
voxel,-7,-13,4.5,0,unknown
voxel,-7,-12,0.5,0,unknown
voxel,-7,-12,1.5,0,unknown
voxel,-7,-12,2.5,0,unknown
voxel,-7,-12,3.5,0,unknown
voxel,-7,-12,4.5,0,unknown
voxel,-7,-11,0.5,0,unknown
voxel,-7,-11,1.5,0,unknown
voxel,-7,-11,2.5,0,unknown
voxel,-7,-11,3.5,0,unknown
voxel,-7,-11,4.5,0,unknown
voxel,-7,-10,0.5,0,occupied
voxel,-7,-10,1.5,0,occupied
voxel,-7,-10,2.5,0,occupied
voxel,-7,-10,3.5,0,occupied
voxel,-7,-10,4.5,0,unknown
voxel,-7,-9,0.5,0,unknown
voxel,-7,-9,1.5,0,unknown
voxel,-7,-9,2.5,0,free
voxel,-7,-9,3.5,0,free
voxel,-7,-9,4.5,0,unknown
voxel,-7,-8,0.5,0,unknown
voxel,-7,-8,1.5,0,unknown
voxel,-7,-8,2.5,0,free
voxel,-7,-8,3.5,0,free
voxel,-7,-8,4.5,0,unknown
voxel,-7,-7,0.5,0,unknown
voxel,-7,-7,1.5,0,unknown
voxel,-7,-7,2.5,0,free
voxel,-7,-7,3.5,0,free
voxel,-7,-7,4.5,0,unknown
voxel,-7,-6,0.5,0,unknown
voxel,-7,-6,1.5,0,unknown
voxel,-7,-6,2.5,0,unknown
voxel,-7,-6,3.5,0,free
voxel,-7,-6,4.5,0,unknown
voxel,-7,-5,0.5,0,free
voxel,-7,-5,1.5,0,free
voxel,-7,-5,2.5,0,free
voxel,-7,-5,3.5,0,free
voxel,-7,-5,4.5,0,unknown
voxel,-7,-4,0.5,0,unknown
voxel,-7,-4,1.5,0,free
voxel,-7,-4,2.5,0,free
voxel,-7,-4,3.5,0,unknown
voxel,-7,-4,4.5,0,unknown
voxel,-7,-3,0.5,0,unknown
voxel,-7,-3,1.5,0,unknown
voxel,-7,-3,2.5,0,free
voxel,-7,-3,3.5,0,free
voxel,-7,-3,4.5,0,unknown
voxel,-7,-2,0.5,0,unknown
voxel,-7,-2,1.5,0,unknown
voxel,-7,-2,2.5,0,unknown
voxel,-7,-2,3.5,0,unknown
voxel,-7,-2,4.5,0,unknown
voxel,-7,-1,0.5,0,free
voxel,-7,-1,1.5,0,free
voxel,-7,-1,2.5,0,free
voxel,-7,-1,3.5,0,free
voxel,-7,-1,4.5,0,unknown
voxel,-7,0,0.5,0,free
voxel,-7,0,1.5,0,free
voxel,-7,0,2.5,0,free
voxel,-7,0,3.5,0,free
voxel,-7,0,4.5,0,unknown
voxel,-7,1,0.5,0,free
voxel,-7,1,1.5,0,free
voxel,-7,1,2.5,0,free
voxel,-7,1,3.5,0,free
voxel,-7,1,4.5,0,unknown
voxel,-7,2,0.5,0,free
voxel,-7,2,1.5,0,free
voxel,-7,2,2.5,0,free
voxel,-7,2,3.5,0,free
voxel,-7,2,4.5,0,unknown
voxel,-7,3,0.5,0,unknown
voxel,-7,3,1.5,0,unknown
voxel,-7,3,2.5,0,free
voxel,-7,3,3.5,0,free
voxel,-7,3,4.5,0,unknown
voxel,-7,4,0.5,0,free
voxel,-7,4,1.5,0,free
voxel,-7,4,2.5,0,free
voxel,-7,4,3.5,0,free
voxel,-7,4,4.5,0,unknown
voxel,-7,5,0.5,0,free
voxel,-7,5,1.5,0,free
voxel,-7,5,2.5,0,free
voxel,-7,5,3.5,0,free
voxel,-7,5,4.5,0,unknown
voxel,-7,6,0.5,0,free
voxel,-7,6,1.5,0,free
voxel,-7,6,2.5,0,free
voxel,-7,6,3.5,0,free
voxel,-7,6,4.5,0,unknown
voxel,-7,7,0.5,0,free
voxel,-7,7,1.5,0,free
voxel,-7,7,2.5,0,free
voxel,-7,7,3.5,0,free
voxel,-7,7,4.5,0,unknown
voxel,-7,8,0.5,0,unknown
voxel,-7,8,1.5,0,unknown
voxel,-7,8,2.5,0,free
voxel,-7,8,3.5,0,free
voxel,-7,8,4.5,0,unknown
voxel,-7,9,0.5,0,unknown
voxel,-7,9,1.5,0,unknown
voxel,-7,9,2.5,0,free
voxel,-7,9,3.5,0,free
voxel,-7,9,4.5,0,unknown
voxel,-7,10,0.5,0,occupied
voxel,-7,10,1.5,0,occupied
voxel,-7,10,2.5,0,free
voxel,-7,10,3.5,0,free
voxel,-7,10,4.5,0,unknown
voxel,-7,11,0.5,0,unknown
voxel,-7,11,1.5,0,unknown
voxel,-7,11,2.5,0,unknown
voxel,-7,11,3.5,0,unknown
voxel,-7,11,4.5,0,unknown
voxel,-7,12,0.5,0,unknown
voxel,-7,12,1.5,0,unknown
voxel,-7,12,2.5,0,unknown
voxel,-7,12,3.5,0,unknown
voxel,-7,12,4.5,0,unknown
voxel,-7,13,0.5,0,unknown
voxel,-7,13,1.5,0,unknown
voxel,-7,13,2.5,0,unknown
voxel,-7,13,3.5,0,unknown
voxel,-7,13,4.5,0,unknown
voxel,-7,14,0.5,0,unknown
voxel,-7,14,1.5,0,unknown
voxel,-7,14,2.5,0,unknown
voxel,-7,14,3.5,0,unknown
voxel,-7,14,4.5,0,unknown
voxel,-6,-14,0.5,0,unknown
voxel,-6,-14,1.5,0,unknown
voxel,-6,-14,2.5,0,unknown
voxel,-6,-14,3.5,0,unknown
voxel,-6,-14,4.5,0,unknown
voxel,-6,-13,0.5,0,unknown
voxel,-6,-13,1.5,0,unknown
voxel,-6,-13,2.5,0,unknown
voxel,-6,-13,3.5,0,unknown
voxel,-6,-13,4.5,0,unknown
voxel,-6,-12,0.5,0,unknown
voxel,-6,-12,1.5,0,unknown
voxel,-6,-12,2.5,0,unknown
voxel,-6,-12,3.5,0,unknown
voxel,-6,-12,4.5,0,unknown
voxel,-6,-11,0.5,0,unknown
voxel,-6,-11,1.5,0,unknown
voxel,-6,-11,2.5,0,unknown
voxel,-6,-11,3.5,0,unknown
voxel,-6,-11,4.5,0,unknown
voxel,-6,-10,0.5,0,occupied
voxel,-6,-10,1.5,0,occupied
voxel,-6,-10,2.5,0,occupied
voxel,-6,-10,3.5,0,occupied
voxel,-6,-10,4.5,0,unknown
voxel,-6,-9,0.5,0,unknown
voxel,-6,-9,1.5,0,unknown
voxel,-6,-9,2.5,0,unknown
voxel,-6,-9,3.5,0,free
voxel,-6,-9,4.5,0,unknown
voxel,-6,-8,0.5,0,free
voxel,-6,-8,1.5,0,free
voxel,-6,-8,2.5,0,free
voxel,-6,-8,3.5,0,free
voxel,-6,-8,4.5,0,unknown
voxel,-6,-7,0.5,0,unknown
voxel,-6,-7,1.5,0,unknown
voxel,-6,-7,2.5,0,unknown
voxel,-6,-7,3.5,0,free
voxel,-6,-7,4.5,0,unknown
voxel,-6,-6,0.5,0,unknown
voxel,-6,-6,1.5,0,unknown
voxel,-6,-6,2.5,0,free
voxel,-6,-6,3.5,0,free
voxel,-6,-6,4.5,0,unknown
voxel,-6,-5,0.5,0,unknown
voxel,-6,-5,1.5,0,free
voxel,-6,-5,2.5,0,free
voxel,-6,-5,3.5,0,free
voxel,-6,-5,4.5,0,unknown
voxel,-6,-4,0.5,0,free
voxel,-6,-4,1.5,0,free
voxel,-6,-4,2.5,0,unknown
voxel,-6,-4,3.5,0,unknown
voxel,-6,-4,4.5,0,unknown
voxel,-6,-3,0.5,0,free
voxel,-6,-3,1.5,0,free
voxel,-6,-3,2.5,0,unknown
voxel,-6,-3,3.5,0,unknown
voxel,-6,-3,4.5,0,unknown
voxel,-6,-2,0.5,0,free
voxel,-6,-2,1.5,0,free
voxel,-6,-2,2.5,0,free
voxel,-6,-2,3.5,0,free
voxel,-6,-2,4.5,0,unknown
voxel,-6,-1,0.5,0,unknown
voxel,-6,-1,1.5,0,free
voxel,-6,-1,2.5,0,unknown
voxel,-6,-1,3.5,0,unknown
voxel,-6,-1,4.5,0,unknown
voxel,-6,0,0.5,0,free
voxel,-6,0,1.5,0,free
voxel,-6,0,2.5,0,free
voxel,-6,0,3.5,0,free
voxel,-6,0,4.5,0,unknown
voxel,-6,1,0.5,0,free
voxel,-6,1,1.5,0,unknown
voxel,-6,1,2.5,0,free
voxel,-6,1,3.5,0,free
voxel,-6,1,4.5,0,unknown
voxel,-6,2,0.5,0,free
voxel,-6,2,1.5,0,free
voxel,-6,2,2.5,0,free
voxel,-6,2,3.5,0,free
voxel,-6,2,4.5,0,unknown
voxel,-6,3,0.5,0,unknown
voxel,-6,3,1.5,0,unknown
voxel,-6,3,2.5,0,unknown
voxel,-6,3,3.5,0,free
voxel,-6,3,4.5,0,unknown
voxel,-6,4,0.5,0,free
voxel,-6,4,1.5,0,unknown
voxel,-6,4,2.5,0,unknown
voxel,-6,4,3.5,0,free
voxel,-6,4,4.5,0,unknown
voxel,-6,5,0.5,0,free
voxel,-6,5,1.5,0,free
voxel,-6,5,2.5,0,unknown
voxel,-6,5,3.5,0,free
voxel,-6,5,4.5,0,unknown
voxel,-6,6,0.5,0,free
voxel,-6,6,1.5,0,free
voxel,-6,6,2.5,0,free
voxel,-6,6,3.5,0,free
voxel,-6,6,4.5,0,unknown
voxel,-6,7,0.5,0,free
voxel,-6,7,1.5,0,free
voxel,-6,7,2.5,0,free
voxel,-6,7,3.5,0,free
voxel,-6,7,4.5,0,unknown
voxel,-6,8,0.5,0,free
voxel,-6,8,1.5,0,free
voxel,-6,8,2.5,0,free
voxel,-6,8,3.5,0,free
voxel,-6,8,4.5,0,unknown
voxel,-6,9,0.5,0,unknown
voxel,-6,9,1.5,0,unknown
voxel,-6,9,2.5,0,unknown
voxel,-6,9,3.5,0,unknown
voxel,-6,9,4.5,0,unknown
voxel,-6,10,0.5,0,free
voxel,-6,10,1.5,0,free
voxel,-6,10,2.5,0,free
voxel,-6,10,3.5,0,free
voxel,-6,10,4.5,0,unknown
voxel,-6,11,0.5,0,unknown
voxel,-6,11,1.5,0,unknown
voxel,-6,11,2.5,0,unknown
voxel,-6,11,3.5,0,unknown
voxel,-6,11,4.5,0,unknown
voxel,-6,12,0.5,0,unknown
voxel,-6,12,1.5,0,unknown
voxel,-6,12,2.5,0,unknown
voxel,-6,12,3.5,0,unknown
voxel,-6,12,4.5,0,unknown
voxel,-6,13,0.5,0,unknown
voxel,-6,13,1.5,0,unknown
voxel,-6,13,2.5,0,unknown
voxel,-6,13,3.5,0,unknown
voxel,-6,13,4.5,0,unknown
voxel,-6,14,0.5,0,unknown
voxel,-6,14,1.5,0,unknown
voxel,-6,14,2.5,0,unknown
voxel,-6,14,3.5,0,unknown
voxel,-6,14,4.5,0,unknown
voxel,-5,-14,0.5,0,unknown
voxel,-5,-14,1.5,0,unknown
voxel,-5,-14,2.5,0,unknown
voxel,-5,-14,3.5,0,unknown
voxel,-5,-14,4.5,0,unknown
voxel,-5,-13,0.5,0,unknown
voxel,-5,-13,1.5,0,unknown
voxel,-5,-13,2.5,0,unknown
voxel,-5,-13,3.5,0,unknown
voxel,-5,-13,4.5,0,unknown
voxel,-5,-12,0.5,0,unknown
voxel,-5,-12,1.5,0,unknown
voxel,-5,-12,2.5,0,unknown
voxel,-5,-12,3.5,0,unknown
voxel,-5,-12,4.5,0,unknown
voxel,-5,-11,0.5,0,unknown
voxel,-5,-11,1.5,0,unknown
voxel,-5,-11,2.5,0,unknown
voxel,-5,-11,3.5,0,unknown
voxel,-5,-11,4.5,0,unknown
voxel,-5,-10,0.5,0,occupied
voxel,-5,-10,1.5,0,occupied
voxel,-5,-10,2.5,0,occupied
voxel,-5,-10,3.5,0,occupied
voxel,-5,-10,4.5,0,unknown
voxel,-5,-9,0.5,0,free
voxel,-5,-9,1.5,0,free
voxel,-5,-9,2.5,0,free
voxel,-5,-9,3.5,0,free
voxel,-5,-9,4.5,0,unknown
voxel,-5,-8,0.5,0,unknown
voxel,-5,-8,1.5,0,free
voxel,-5,-8,2.5,0,free
voxel,-5,-8,3.5,0,unknown
voxel,-5,-8,4.5,0,unknown
voxel,-5,-7,0.5,0,free
voxel,-5,-7,1.5,0,free
voxel,-5,-7,2.5,0,free
voxel,-5,-7,3.5,0,free
voxel,-5,-7,4.5,0,unknown
voxel,-5,-6,0.5,0,unknown
voxel,-5,-6,1.5,0,free
voxel,-5,-6,2.5,0,free
voxel,-5,-6,3.5,0,free
voxel,-5,-6,4.5,0,unknown
voxel,-5,-5,0.5,0,free
voxel,-5,-5,1.5,0,free
voxel,-5,-5,2.5,0,unknown
voxel,-5,-5,3.5,0,unknown
voxel,-5,-5,4.5,0,unknown
voxel,-5,-4,0.5,0,free
voxel,-5,-4,1.5,0,free
voxel,-5,-4,2.5,0,free
voxel,-5,-4,3.5,0,free
voxel,-5,-4,4.5,0,unknown
voxel,-5,-3,0.5,0,unknown
voxel,-5,-3,1.5,0,free
voxel,-5,-3,2.5,0,free
voxel,-5,-3,3.5,0,unknown
voxel,-5,-3,4.5,0,unknown
voxel,-5,-2,0.5,0,free
voxel,-5,-2,1.5,0,free
voxel,-5,-2,2.5,0,free
voxel,-5,-2,3.5,0,free
voxel,-5,-2,4.5,0,unknown
voxel,-5,-1,0.5,0,free
voxel,-5,-1,1.5,0,free
voxel,-5,-1,2.5,0,free
voxel,-5,-1,3.5,0,free
voxel,-5,-1,4.5,0,unknown
voxel,-5,0,0.5,0,free
voxel,-5,0,1.5,0,free
voxel,-5,0,2.5,0,unknown
voxel,-5,0,3.5,0,free
voxel,-5,0,4.5,0,unknown
voxel,-5,1,0.5,0,free
voxel,-5,1,1.5,0,free
voxel,-5,1,2.5,0,unknown
voxel,-5,1,3.5,0,unknown
voxel,-5,1,4.5,0,unknown
voxel,-5,2,0.5,0,free
voxel,-5,2,1.5,0,free
voxel,-5,2,2.5,0,free
voxel,-5,2,3.5,0,free
voxel,-5,2,4.5,0,unknown
voxel,-5,3,0.5,0,free
voxel,-5,3,1.5,0,unknown
voxel,-5,3,2.5,0,free
voxel,-5,3,3.5,0,free
voxel,-5,3,4.5,0,unknown
voxel,-5,4,0.5,0,free
voxel,-5,4,1.5,0,free
voxel,-5,4,2.5,0,free
voxel,-5,4,3.5,0,free
voxel,-5,4,4.5,0,unknown
voxel,-5,5,0.5,0,free
voxel,-5,5,1.5,0,free
voxel,-5,5,2.5,0,free
voxel,-5,5,3.5,0,free
voxel,-5,5,4.5,0,unknown
voxel,-5,6,0.5,0,free
voxel,-5,6,1.5,0,free
voxel,-5,6,2.5,0,free
voxel,-5,6,3.5,0,free
voxel,-5,6,4.5,0,unknown
voxel,-5,7,0.5,0,free
voxel,-5,7,1.5,0,free
voxel,-5,7,2.5,0,unknown
voxel,-5,7,3.5,0,unknown
voxel,-5,7,4.5,0,unknown
voxel,-5,8,0.5,0,unknown
voxel,-5,8,1.5,0,unknown
voxel,-5,8,2.5,0,free
voxel,-5,8,3.5,0,unknown
voxel,-5,8,4.5,0,unknown
voxel,-5,9,0.5,0,free
voxel,-5,9,1.5,0,free
voxel,-5,9,2.5,0,free
voxel,-5,9,3.5,0,unknown
voxel,-5,9,4.5,0,unknown
voxel,-5,10,0.5,0,occupied
voxel,-5,10,1.5,0,occupied
voxel,-5,10,2.5,0,occupied
voxel,-5,10,3.5,0,occupied
voxel,-5,10,4.5,0,unknown
voxel,-5,11,0.5,0,unknown
voxel,-5,11,1.5,0,unknown
voxel,-5,11,2.5,0,unknown
voxel,-5,11,3.5,0,unknown
voxel,-5,11,4.5,0,unknown
voxel,-5,12,0.5,0,unknown
voxel,-5,12,1.5,0,unknown
voxel,-5,12,2.5,0,unknown
voxel,-5,12,3.5,0,unknown
voxel,-5,12,4.5,0,unknown
voxel,-5,13,0.5,0,unknown
voxel,-5,13,1.5,0,unknown
voxel,-5,13,2.5,0,unknown
voxel,-5,13,3.5,0,unknown
voxel,-5,13,4.5,0,unknown
voxel,-5,14,0.5,0,unknown
voxel,-5,14,1.5,0,unknown
voxel,-5,14,2.5,0,unknown
voxel,-5,14,3.5,0,unknown
